transactionID,reference,amount,description
TXN-103887,REF-103887,200,System Record (Clean Data)
TXN-103888,REF-103888,10000,System Record (Clean Data)
TXN-103889,REF-103889,2500,System Record (Clean Data)
TXN-103890,REF-103890,10000,System Record (Clean Data)
TXN-103891,REF-103891,200,System Record (Clean Data)
TXN-103892,REF-103892,1000,System Record (Clean Data)
TXN-103893,REF-103893,100,System Record (Clean Data)
TXN-103894,REF-103894,500,System Record (Clean Data)
TXN-103895,REF-103895,200,System Record (Clean Data)
TXN-103896,REF-103896,2500,System Record (Clean Data)
TXN-103897,REF-103897,5000,System Record (Clean Data)
TXN-103898,REF-103898,2500,System Record (Clean Data)
TXN-103899,REF-103899,2500,System Record (Clean Data)
TXN-103900,REF-103900,5000,System Record (Clean Data)
TXN-103901,REF-103901,10000,System Record (Clean Data)
TXN-103902,REF-103902,100,System Record (Clean Data)
TXN-103903,REF-103903,100,System Record (Clean Data)
TXN-103904,REF-103904,10000,System Record (Clean Data)
TXN-103905,REF-103905,100,System Record (Clean Data)
TXN-103906,REF-103906,1000,System Record (Clean Data)
TXN-103907,REF-103907,10000,System Record (Clean Data)
TXN-103908,REF-103908,1000,System Record (Clean Data)
TXN-103909,REF-103909,5000,System Record (Clean Data)
TXN-103910,REF-103910,10000,System Record (Clean Data)
TXN-103911,REF-103911,200,System Record (Clean Data)
TXN-103912,REF-103912,2500,System Record (Clean Data)
TXN-103913,REF-103913,200,System Record (Clean Data)
TXN-103914,REF-103914,100,System Record (Clean Data)
TXN-103915,REF-103915,500,System Record (Clean Data)
TXN-103916,REF-103916,200,System Record (Clean Data)
TXN-103917,REF-103917,500,System Record (Clean Data)
TXN-103918,REF-103918,1000,System Record (Clean Data)
TXN-103919,REF-103919,500,System Record (Clean Data)
TXN-103920,REF-103920,5000,System Record (Clean Data)
TXN-103921,REF-103921,10000,System Record (Clean Data)
TXN-103922,REF-103922,100,System Record (Clean Data)
TXN-103923,REF-103923,2500,System Record (Clean Data)
TXN-103924,REF-103924,1000,System Record (Clean Data)
TXN-103925,REF-103925,2500,System Record (Clean Data)
TXN-103926,REF-103926,2500,System Record (Clean Data)
TXN-103927,REF-103927,2500,System Record (Clean Data)
TXN-103928,REF-103928,1000,System Record (Clean Data)
TXN-103929,REF-103929,1000,System Record (Clean Data)
TXN-103930,REF-103930,500,System Record (Clean Data)
TXN-103931,REF-103931,10000,System Record (Clean Data)
TXN-103932,REF-103932,100,System Record (Clean Data)
TXN-103933,REF-103933,5000,System Record (Clean Data)
TXN-103934,REF-103934,5000,System Record (Clean Data)
TXN-103935,REF-103935,5000,System Record (Clean Data)
TXN-103936,REF-103936,100,System Record (Clean Data)
TXN-103937,REF-103937,5000,System Record (Clean Data)
TXN-103938,REF-103938,5000,System Record (Clean Data)
TXN-103939,REF-103939,1000,System Record (Clean Data)
TXN-103940,REF-103940,5000,System Record (Clean Data)
TXN-103941,REF-103941,200,System Record (Clean Data)
TXN-103942,REF-103942,500,System Record (Clean Data)
TXN-103943,REF-103943,10000,System Record (Clean Data)
TXN-103944,REF-103944,2500,System Record (Clean Data)
TXN-103945,REF-103945,500,System Record (Clean Data)
TXN-103946,REF-103946,5000,System Record (Clean Data)
TXN-103947,REF-103947,500,System Record (Clean Data)
TXN-103948,REF-103948,200,System Record (Clean Data)
TXN-103949,REF-103949,1000,System Record (Clean Data)
TXN-103950,REF-103950,2500,System Record (Clean Data)
TXN-103951,REF-103951,200,System Record (Clean Data)
TXN-103952,REF-103952,200,System Record (Clean Data)
TXN-103953,REF-103953,2500,System Record (Clean Data)
TXN-103954,REF-103954,500,System Record (Clean Data)
TXN-103955,REF-103955,2500,System Record (Clean Data)
TXN-103956,REF-103956,1000,System Record (Clean Data)
TXN-103957,REF-103957,100,System Record (Clean Data)
TXN-103958,REF-103958,500,System Record (Clean Data)
TXN-103959,REF-103959,500,System Record (Clean Data)
TXN-103960,REF-103960,2500,System Record (Clean Data)
TXN-103961,REF-103961,2500,System Record (Clean Data)
TXN-103962,REF-103962,1000,System Record (Clean Data)
TXN-103963,REF-103963,500,System Record (Clean Data)
TXN-103964,REF-103964,1000,System Record (Clean Data)
TXN-103965,REF-103965,1000,System Record (Clean Data)
TXN-103966,REF-103966,2500,System Record (Clean Data)
TXN-103967,REF-103967,2500,System Record (Clean Data)
TXN-103968,REF-103968,1000,System Record (Clean Data)
TXN-103969,REF-103969,500,System Record (Clean Data)
TXN-103970,REF-103970,200,System Record (Clean Data)
TXN-103971,REF-103971,1000,System Record (Clean Data)
TXN-103972,REF-103972,200,System Record (Clean Data)
TXN-103973,REF-103973,10000,System Record (Clean Data)
TXN-103974,REF-103974,500,System Record (Clean Data)
TXN-103975,REF-103975,1000,System Record (Clean Data)
TXN-103976,REF-103976,5000,System Record (Clean Data)
TXN-103977,REF-103977,200,System Record (Clean Data)
TXN-103978,REF-103978,100,System Record (Clean Data)
TXN-103979,REF-103979,100,System Record (Clean Data)
TXN-103980,REF-103980,100,System Record (Clean Data)
TXN-103981,REF-103981,1000,System Record (Clean Data)
TXN-103982,REF-103982,100,System Record (Clean Data)
TXN-103983,REF-103983,200,System Record (Clean Data)
TXN-103984,REF-103984,1000,System Record (Clean Data)
TXN-103985,REF-103985,10000,System Record (Clean Data)
TXN-103986,REF-103986,2500,System Record (Clean Data)
TXN-103987,REF-103987,500,System Record (Clean Data)
TXN-103988,REF-103988,1000,System Record (Clean Data)
TXN-103989,REF-103989,1000,System Record (Clean Data)
TXN-103990,REF-103990,10000,System Record (Clean Data)
TXN-103991,REF-103991,1000,System Record (Clean Data)
TXN-103992,REF-103992,2500,System Record (Clean Data)
TXN-103993,REF-103993,500,System Record (Clean Data)
TXN-103994,REF-103994,5000,System Record (Clean Data)
TXN-103995,REF-103995,5000,System Record (Clean Data)
TXN-103996,REF-103996,5000,System Record (Clean Data)
TXN-103997,REF-103997,100,System Record (Clean Data)
TXN-103998,REF-103998,5000,System Record (Clean Data)
TXN-103999,REF-103999,2500,System Record (Clean Data)
TXN-104000,REF-104000,500,System Record (Clean Data)
TXN-104001,REF-104001,200,System Record (Clean Data)
TXN-104002,REF-104002,2500,System Record (Clean Data)
TXN-104003,REF-104003,200,System Record (Clean Data)
TXN-104004,REF-104004,500,System Record (Clean Data)
TXN-104005,REF-104005,200,System Record (Clean Data)
TXN-104006,REF-104006,100,System Record (Clean Data)
TXN-104007,REF-104007,5000,System Record (Clean Data)
TXN-104008,REF-104008,100,System Record (Clean Data)
TXN-104009,REF-104009,2500,System Record (Clean Data)
TXN-104010,REF-104010,1000,System Record (Clean Data)
TXN-104011,REF-104011,2500,System Record (Clean Data)
TXN-104012,REF-104012,2500,System Record (Clean Data)
TXN-104013,REF-104013,10000,System Record (Clean Data)
TXN-104014,REF-104014,5000,System Record (Clean Data)
TXN-104015,REF-104015,500,System Record (Clean Data)
TXN-104016,REF-104016,1000,System Record (Clean Data)
TXN-104017,REF-104017,100,System Record (Clean Data)
TXN-104018,REF-104018,500,System Record (Clean Data)
TXN-104019,REF-104019,2500,System Record (Clean Data)
TXN-104020,REF-104020,200,System Record (Clean Data)
TXN-104021,REF-104021,10000,System Record (Clean Data)
TXN-104022,REF-104022,500,System Record (Clean Data)
TXN-104023,REF-104023,10000,System Record (Clean Data)
TXN-104024,REF-104024,2500,System Record (Clean Data)
TXN-104025,REF-104025,5000,System Record (Clean Data)
TXN-104026,REF-104026,10000,System Record (Clean Data)
TXN-104027,REF-104027,10000,System Record (Clean Data)
TXN-104028,REF-104028,1000,System Record (Clean Data)
TXN-104029,REF-104029,500,System Record (Clean Data)
TXN-104030,REF-104030,200,System Record (Clean Data)
TXN-104031,REF-104031,2500,System Record (Clean Data)
TXN-104032,REF-104032,500,System Record (Clean Data)
TXN-104033,REF-104033,1000,System Record (Clean Data)
TXN-104034,REF-104034,100,System Record (Clean Data)
TXN-104035,REF-104035,500,System Record (Clean Data)
TXN-104036,REF-104036,200,System Record (Clean Data)
TXN-104037,REF-104037,10000,System Record (Clean Data)
TXN-104038,REF-104038,1000,System Record (Clean Data)
TXN-104039,REF-104039,100,System Record (Clean Data)
TXN-104040,REF-104040,100,System Record (Clean Data)
TXN-104041,REF-104041,200,System Record (Clean Data)
TXN-104042,REF-104042,10000,System Record (Clean Data)
TXN-104043,REF-104043,200,System Record (Clean Data)
TXN-104044,REF-104044,2500,System Record (Clean Data)
TXN-104045,REF-104045,2500,System Record (Clean Data)
TXN-104046,REF-104046,1000,System Record (Clean Data)
TXN-104047,REF-104047,1000,System Record (Clean Data)
TXN-104048,REF-104048,200,System Record (Clean Data)
TXN-104049,REF-104049,5000,System Record (Clean Data)
TXN-104050,REF-104050,10000,System Record (Clean Data)
TXN-104051,REF-104051,2500,System Record (Clean Data)
TXN-104052,REF-104052,500,System Record (Clean Data)
TXN-104053,REF-104053,2500,System Record (Clean Data)
TXN-104054,REF-104054,500,System Record (Clean Data)
TXN-104055,REF-104055,100,System Record (Clean Data)
TXN-104056,REF-104056,100,System Record (Clean Data)
TXN-104057,REF-104057,100,System Record (Clean Data)
TXN-104058,REF-104058,500,System Record (Clean Data)
TXN-104059,REF-104059,200,System Record (Clean Data)
TXN-104060,REF-104060,1000,System Record (Clean Data)
TXN-104061,REF-104061,1000,System Record (Clean Data)
TXN-104062,REF-104062,1000,System Record (Clean Data)
TXN-104063,REF-104063,100,System Record (Clean Data)
TXN-104064,REF-104064,500,System Record (Clean Data)
TXN-104065,REF-104065,1000,System Record (Clean Data)
TXN-104066,REF-104066,200,System Record (Clean Data)
TXN-104067,REF-104067,5000,System Record (Clean Data)
TXN-104068,REF-104068,500,System Record (Clean Data)
TXN-104069,REF-104069,200,System Record (Clean Data)
TXN-104070,REF-104070,200,System Record (Clean Data)
TXN-104071,REF-104071,500,System Record (Clean Data)
TXN-104072,REF-104072,5000,System Record (Clean Data)
TXN-104073,REF-104073,2500,System Record (Clean Data)
TXN-104074,REF-104074,2500,System Record (Clean Data)
TXN-104075,REF-104075,2500,System Record (Clean Data)
TXN-104076,REF-104076,500,System Record (Clean Data)
TXN-104077,REF-104077,500,System Record (Clean Data)
TXN-104078,REF-104078,200,System Record (Clean Data)
TXN-104079,REF-104079,1000,System Record (Clean Data)
TXN-104080,REF-104080,100,System Record (Clean Data)
TXN-104081,REF-104081,100,System Record (Clean Data)
TXN-104082,REF-104082,2500,System Record (Clean Data)
TXN-104083,REF-104083,5000,System Record (Clean Data)
TXN-104084,REF-104084,200,System Record (Clean Data)
TXN-104085,REF-104085,100,System Record (Clean Data)
TXN-104086,REF-104086,100,System Record (Clean Data)
TXN-104087,REF-104087,100,System Record (Clean Data)
TXN-104088,REF-104088,10000,System Record (Clean Data)
TXN-104089,REF-104089,2500,System Record (Clean Data)
TXN-104090,REF-104090,500,System Record (Clean Data)
TXN-104091,REF-104091,100,System Record (Clean Data)
TXN-104092,REF-104092,200,System Record (Clean Data)
TXN-104093,REF-104093,500,System Record (Clean Data)
TXN-104094,REF-104094,100,System Record (Clean Data)
TXN-104095,REF-104095,1000,System Record (Clean Data)
TXN-104096,REF-104096,200,System Record (Clean Data)
TXN-104097,REF-104097,500,System Record (Clean Data)
TXN-104098,REF-104098,2500,System Record (Clean Data)
TXN-104099,REF-104099,500,System Record (Clean Data)
TXN-104100,REF-104100,2500,System Record (Clean Data)
TXN-104101,REF-104101,10000,System Record (Clean Data)
TXN-104102,REF-104102,100,System Record (Clean Data)
TXN-104103,REF-104103,1000,System Record (Clean Data)
TXN-104104,REF-104104,200,System Record (Clean Data)
TXN-104105,REF-104105,5000,System Record (Clean Data)
TXN-104106,REF-104106,500,System Record (Clean Data)
TXN-104107,REF-104107,5000,System Record (Clean Data)
TXN-104108,REF-104108,100,System Record (Clean Data)
TXN-104109,REF-104109,1000,System Record (Clean Data)
TXN-104110,REF-104110,500,System Record (Clean Data)
TXN-104111,REF-104111,1000,System Record (Clean Data)
TXN-104112,REF-104112,2500,System Record (Clean Data)
TXN-104113,REF-104113,100,System Record (Clean Data)
TXN-104114,REF-104114,2500,System Record (Clean Data)
TXN-104115,REF-104115,500,System Record (Clean Data)
TXN-104116,REF-104116,5000,System Record (Clean Data)
TXN-104117,REF-104117,2500,System Record (Clean Data)
TXN-104118,REF-104118,500,System Record (Clean Data)
TXN-104119,REF-104119,100,System Record (Clean Data)
TXN-104120,REF-104120,500,System Record (Clean Data)
TXN-104121,REF-104121,1000,System Record (Clean Data)
TXN-104122,REF-104122,2500,System Record (Clean Data)
TXN-104123,REF-104123,500,System Record (Clean Data)
TXN-104124,REF-104124,2500,System Record (Clean Data)
TXN-104125,REF-104125,10000,System Record (Clean Data)
TXN-104126,REF-104126,500,System Record (Clean Data)
TXN-104127,REF-104127,1000,System Record (Clean Data)
TXN-104128,REF-104128,10000,System Record (Clean Data)
TXN-104129,REF-104129,100,System Record (Clean Data)
TXN-104130,REF-104130,10000,System Record (Clean Data)
TXN-104131,REF-104131,5000,System Record (Clean Data)
TXN-104132,REF-104132,100,System Record (Clean Data)
TXN-104133,REF-104133,200,System Record (Clean Data)
TXN-104134,REF-104134,100,System Record (Clean Data)
TXN-104135,REF-104135,100,System Record (Clean Data)
TXN-104136,REF-104136,10000,System Record (Clean Data)
TXN-104137,REF-104137,5000,System Record (Clean Data)
TXN-104138,REF-104138,200,System Record (Clean Data)
TXN-104139,REF-104139,200,System Record (Clean Data)
TXN-104140,REF-104140,5000,System Record (Clean Data)
TXN-104141,REF-104141,5000,System Record (Clean Data)
TXN-104142,REF-104142,5000,System Record (Clean Data)
TXN-104143,REF-104143,100,System Record (Clean Data)
TXN-104144,REF-104144,5000,System Record (Clean Data)
TXN-104145,REF-104145,10000,System Record (Clean Data)
TXN-104146,REF-104146,5000,System Record (Clean Data)
TXN-104147,REF-104147,500,System Record (Clean Data)
TXN-104148,REF-104148,10000,System Record (Clean Data)
TXN-104149,REF-104149,10000,System Record (Clean Data)
TXN-104150,REF-104150,200,System Record (Clean Data)
TXN-104151,REF-104151,5000,System Record (Clean Data)
TXN-104152,REF-104152,1000,System Record (Clean Data)
TXN-104153,REF-104153,500,System Record (Clean Data)
TXN-104154,REF-104154,100,System Record (Clean Data)
TXN-104155,REF-104155,200,System Record (Clean Data)
TXN-104156,REF-104156,1000,System Record (Clean Data)
TXN-104157,REF-104157,1000,System Record (Clean Data)
TXN-104158,REF-104158,2500,System Record (Clean Data)
TXN-104159,REF-104159,10000,System Record (Clean Data)
TXN-104160,REF-104160,1000,System Record (Clean Data)
TXN-104161,REF-104161,1000,System Record (Clean Data)
TXN-104162,REF-104162,1000,System Record (Clean Data)
TXN-104163,REF-104163,200,System Record (Clean Data)
TXN-104164,REF-104164,5000,System Record (Clean Data)
TXN-104165,REF-104165,5000,System Record (Clean Data)
TXN-104166,REF-104166,500,System Record (Clean Data)
TXN-104167,REF-104167,100,System Record (Clean Data)
TXN-104168,REF-104168,1000,System Record (Clean Data)
TXN-104169,REF-104169,1000,System Record (Clean Data)
TXN-104170,REF-104170,5000,System Record (Clean Data)
TXN-104171,REF-104171,10000,System Record (Clean Data)
TXN-104172,REF-104172,1000,System Record (Clean Data)
TXN-104173,REF-104173,10000,System Record (Clean Data)
TXN-104174,REF-104174,5000,System Record (Clean Data)
TXN-104175,REF-104175,100,System Record (Clean Data)
TXN-104176,REF-104176,2500,System Record (Clean Data)
TXN-104177,REF-104177,2500,System Record (Clean Data)
TXN-104178,REF-104178,10000,System Record (Clean Data)
TXN-104179,REF-104179,500,System Record (Clean Data)
TXN-104180,REF-104180,200,System Record (Clean Data)
TXN-104181,REF-104181,5000,System Record (Clean Data)
TXN-104182,REF-104182,200,System Record (Clean Data)
TXN-104183,REF-104183,100,System Record (Clean Data)
TXN-104184,REF-104184,1000,System Record (Clean Data)
TXN-104185,REF-104185,500,System Record (Clean Data)
TXN-104186,REF-104186,5000,System Record (Clean Data)
TXN-104187,REF-104187,5000,System Record (Clean Data)
TXN-104188,REF-104188,500,System Record (Clean Data)
TXN-104189,REF-104189,1000,System Record (Clean Data)
TXN-104190,REF-104190,500,System Record (Clean Data)
TXN-104191,REF-104191,1000,System Record (Clean Data)
TXN-104192,REF-104192,200,System Record (Clean Data)
TXN-104193,REF-104193,2500,System Record (Clean Data)
TXN-104194,REF-104194,1000,System Record (Clean Data)
TXN-104195,REF-104195,1000,System Record (Clean Data)
TXN-104196,REF-104196,2500,System Record (Clean Data)
TXN-104197,REF-104197,500,System Record (Clean Data)
TXN-104198,REF-104198,5000,System Record (Clean Data)
